batch_size_frames,count,frequency,frequency_percent
66,1,4.33831950856e-06,0.000433831951
89,3,1.30149585257e-05,0.00130149585
90,14,6.07364731198e-05,0.00607364731
91,97,0.00042081699233,0.0420816992
92,193,0.000837295665151,0.0837295665
93,240,0.00104119668205,0.104119668
94,216,0.000937077013848,0.0937077014
95,251,0.00108891819665,0.10889182
96,303,0.00131451081109,0.131451081
97,339,0.0014706903134,0.147069031
98,355,0.00154010342554,0.154010343
99,388,0.00168326796932,0.168326797
100,462,0.00200430361295,0.200430361
101,632,0.00274181792941,0.274181793
102,1233,0.00534914795405,0.534914795
103,953,0.00413441849165,0.413441849
104,439,0.00190452226426,0.190452226
105,337,0.00146201367438,0.146201367
106,532,0.00230798597855,0.230798598
107,590,0.00255960851005,0.255960851
108,734,0.00318432651928,0.318432652
109,1040,0.0045118522889,0.451185229
110,1464,0.00635129976052,0.635129976
111,2027,0.00879377364384,0.879377364
112,2114,0.00917120744109,0.917120744
113,4869,0.0211232776872,2.11232777
114,2832,0.0122861208482,1.22861208
115,3029,0.0131407697914,1.31407698
116,4007,0.0173836462708,1.73836463
117,5689,0.0246806996842,2.46806997
118,8264,0.0358518724187,3.58518724
119,9966,0.0432356922223,4.32356922
120,9682,0.0420036094818,4.20036095
121,7496,0.0325200430361,3.2520043
122,5439,0.023596119807,2.35961198
123,4437,0.0192491236595,1.92491237
124,4213,0.0182773400895,1.82773401
125,3272,0.014194981432,1.41949814
126,2865,0.012429285392,1.24292854
127,2173,0.00942716829209,0.942716829
128,1445,0.00626887168986,0.626887169
129,985,0.00427324471593,0.427324472
130,1017,0.0044120709402,0.441207094
131,1528,0.00662895220907,0.662895221
132,2193,0.00951393468226,0.951393468
133,2255,0.00978291049179,0.978291049
134,1795,0.00778728351786,0.778728352
135,3446,0.0149498490265,1.4949849
136,6796,0.0294832193801,2.94832194
137,420,0.00182209419359,0.182209419
138,87,0.000377433797244,0.0377433797
139,2,8.67663901711e-06,0.000867663902
142,1,4.33831950856e-06,0.000433831951
145,3,1.30149585257e-05,0.00130149585
147,1,4.33831950856e-06,0.000433831951
149,1,4.33831950856e-06,0.000433831951
151,1,4.33831950856e-06,0.000433831951
152,1,4.33831950856e-06,0.000433831951
153,1,4.33831950856e-06,0.000433831951
154,1,4.33831950856e-06,0.000433831951
155,1,4.33831950856e-06,0.000433831951
156,1,4.33831950856e-06,0.000433831951
159,2,8.67663901711e-06,0.000867663902
161,1,4.33831950856e-06,0.000433831951
162,3,1.30149585257e-05,0.00130149585
163,1,4.33831950856e-06,0.000433831951
165,1,4.33831950856e-06,0.000433831951
166,1,4.33831950856e-06,0.000433831951
167,1,4.33831950856e-06,0.000433831951
168,1,4.33831950856e-06,0.000433831951
169,1,4.33831950856e-06,0.000433831951
170,2,8.67663901711e-06,0.000867663902
171,2,8.67663901711e-06,0.000867663902
175,1,4.33831950856e-06,0.000433831951
179,2,8.67663901711e-06,0.000867663902
182,1,4.33831950856e-06,0.000433831951
184,1,4.33831950856e-06,0.000433831951
188,1,4.33831950856e-06,0.000433831951
193,1,4.33831950856e-06,0.000433831951
194,2,8.67663901711e-06,0.000867663902
197,1,4.33831950856e-06,0.000433831951
198,2,8.67663901711e-06,0.000867663902
199,1,4.33831950856e-06,0.000433831951
200,1,4.33831950856e-06,0.000433831951
203,1,4.33831950856e-06,0.000433831951
208,1,4.33831950856e-06,0.000433831951
210,3,1.30149585257e-05,0.00130149585
211,1,4.33831950856e-06,0.000433831951
212,1,4.33831950856e-06,0.000433831951
216,2,8.67663901711e-06,0.000867663902
217,1,4.33831950856e-06,0.000433831951
218,4,1.73532780342e-05,0.0017353278
219,2,8.67663901711e-06,0.000867663902
220,3,1.30149585257e-05,0.00130149585
221,1,4.33831950856e-06,0.000433831951
222,1,4.33831950856e-06,0.000433831951
223,6,2.60299170513e-05,0.00260299171
224,4,1.73532780342e-05,0.0017353278
225,3,1.30149585257e-05,0.00130149585
226,6,2.60299170513e-05,0.00260299171
227,4,1.73532780342e-05,0.0017353278
228,5,2.16915975428e-05,0.00216915975
229,10,4.33831950856e-05,0.00433831951
230,4,1.73532780342e-05,0.0017353278
231,7,3.03682365599e-05,0.00303682366
232,6,2.60299170513e-05,0.00260299171
233,10,4.33831950856e-05,0.00433831951
234,11,4.77215145941e-05,0.00477215146
235,11,4.77215145941e-05,0.00477215146
236,7,3.03682365599e-05,0.00303682366
237,12,5.20598341027e-05,0.00520598341
238,15,6.50747926283e-05,0.00650747926
239,12,5.20598341027e-05,0.00520598341
240,13,5.63981536112e-05,0.00563981536
241,12,5.20598341027e-05,0.00520598341
242,19,8.24280706625e-05,0.00824280707
243,16,6.94131121369e-05,0.00694131121
244,17,7.37514316454e-05,0.00737514316
245,15,6.50747926283e-05,0.00650747926
246,14,6.07364731198e-05,0.00607364731
247,19,8.24280706625e-05,0.00824280707
248,20,8.67663901711e-05,0.00867663902
249,16,6.94131121369e-05,0.00694131121
250,25,0.000108457987714,0.0108457988
251,20,8.67663901711e-05,0.00867663902
252,19,8.24280706625e-05,0.00824280707
253,14,6.07364731198e-05,0.00607364731
254,23,9.97813486968e-05,0.00997813487
255,25,0.000108457987714,0.0108457988
256,28,0.00012147294624,0.0121472946
257,23,9.97813486968e-05,0.00997813487
