batch_size_frames,count,frequency,frequency_percent
24,1,8.68764443209e-06,0.000868764443
182,5,4.34382221604e-05,0.00434382222
183,29,0.000251941688531,0.0251941689
184,45,0.000390943999444,0.0390943999
185,73,0.000634198043542,0.0634198044
186,83,0.000721074487863,0.0721074488
187,54,0.000469132799333,0.0469132799
188,43,0.00037356871058,0.0373568711
189,42,0.000364881066148,0.0364881066
190,52,0.000451757510469,0.045175751
191,60,0.000521258665925,0.0521258666
192,86,0.00074713742116,0.0747137421
193,67,0.00058207217695,0.0582072177
194,86,0.00074713742116,0.0747137421
195,79,0.000686323910135,0.068632391
196,81,0.000703699198999,0.0703699199
197,87,0.000755825065592,0.0755825066
198,100,0.000868764443209,0.0868764443
199,110,0.00095564088753,0.0955640888
200,104,0.000903515020937,0.0903515021
201,122,0.00105989262071,0.105989262
202,145,0.00125970844265,0.125970844
203,176,0.00152902542005,0.152902542
204,395,0.00343161955068,0.343161955
205,287,0.00249335395201,0.249335395
206,220,0.00191128177506,0.191128178
207,263,0.00228485048564,0.228485049
208,69,0.000599447465814,0.0599447466
209,57,0.000495195732629,0.0495195733
210,57,0.000495195732629,0.0495195733
211,87,0.000755825065592,0.0755825066
212,117,0.00101645439855,0.10164544
213,145,0.00125970844265,0.125970844
214,171,0.00148558719789,0.14855872
215,138,0.00119889493163,0.119889493
216,152,0.00132052195368,0.132052195
217,145,0.00125970844265,0.125970844
218,172,0.00149427484232,0.149427484
219,266,0.00231091341894,0.231091342
220,322,0.00279742150713,0.279742151
221,445,0.00386600177228,0.386600177
222,525,0.00456101332685,0.456101333
223,632,0.00549059128108,0.549059128
224,559,0.00485639323754,0.485639324
225,510,0.00443069866037,0.443069866
226,456,0.00396156586103,0.396156586
227,1908,0.0165760255764,1.65760256
228,689,0.00598578701371,0.598578701
229,581,0.00504752141504,0.504752142
230,731,0.00635066807986,0.635066808
231,634,0.00550796656994,0.550796657
232,765,0.00664604799055,0.664604799
233,1039,0.00902646256494,0.902646256
234,1252,0.010876930829,1.08769308
235,1438,0.0124928326933,1.24928327
236,1915,0.0166368390874,1.66368391
237,2424,0.0210588501034,2.10588501
238,2768,0.024047399788,2.40473998
239,2774,0.0240995256546,2.40995257
240,2754,0.023925772766,2.39257728
241,2516,0.0218581133911,2.18581134
242,2080,0.0180703004187,1.80703004
243,1613,0.014013170469,1.40131705
244,1297,0.0112678748284,1.12678748
245,1158,0.0100602922524,1.00602923
246,1041,0.0090438378538,0.904383785
247,1092,0.00948690771984,0.948690772
248,1109,0.00963459767519,0.963459768
249,1048,0.00910465136483,0.910465136
250,845,0.00734105954511,0.734105955
251,710,0.00616822754678,0.616822755
252,766,0.00665473563498,0.665473563
253,695,0.0060379128803,0.603791288
254,588,0.00510833492607,0.510833493
255,461,0.00400500408319,0.400500408
256,374,0.0032491790176,0.324917902
257,292,0.00253679217417,0.253679217
258,237,0.00205897173041,0.205897173
259,226,0.00196340764165,0.196340764
260,196,0.00170277830869,0.170277831
261,229,0.00198947057495,0.198947057
262,313,0.00271923270724,0.271923271
263,356,0.00309280141782,0.309280142
264,532,0.00462182683787,0.462182684
265,651,0.00565565652529,0.565565653
266,656,0.00569909474745,0.569909475
267,535,0.00464788977117,0.464788977
268,408,0.00354455892829,0.354455893
269,444,0.00385731412785,0.385731413
270,672,0.00583809705836,0.583809706
271,1134,0.00985178878599,0.985178879
272,1333,0.011580630028,1.158063
273,1968,0.0170972842424,1.70972842
274,101,0.000877452087641,0.0877452088
275,82,0.000712386843431,0.0712386843
276,20,0.000173752888642,0.0173752889
277,1,8.68764443209e-06,0.000868764443
278,1,8.68764443209e-06,0.000868764443
279,1,8.68764443209e-06,0.000868764443
283,1,8.68764443209e-06,0.000868764443
286,2,1.73752888642e-05,0.00173752889
288,1,8.68764443209e-06,0.000868764443
290,1,8.68764443209e-06,0.000868764443
296,1,8.68764443209e-06,0.000868764443
298,1,8.68764443209e-06,0.000868764443
299,1,8.68764443209e-06,0.000868764443
300,1,8.68764443209e-06,0.000868764443
301,1,8.68764443209e-06,0.000868764443
304,1,8.68764443209e-06,0.000868764443
305,1,8.68764443209e-06,0.000868764443
308,1,8.68764443209e-06,0.000868764443
311,1,8.68764443209e-06,0.000868764443
312,2,1.73752888642e-05,0.00173752889
320,2,1.73752888642e-05,0.00173752889
323,1,8.68764443209e-06,0.000868764443
325,1,8.68764443209e-06,0.000868764443
326,1,8.68764443209e-06,0.000868764443
330,1,8.68764443209e-06,0.000868764443
334,2,1.73752888642e-05,0.00173752889
336,1,8.68764443209e-06,0.000868764443
337,1,8.68764443209e-06,0.000868764443
345,1,8.68764443209e-06,0.000868764443
351,1,8.68764443209e-06,0.000868764443
353,1,8.68764443209e-06,0.000868764443
357,1,8.68764443209e-06,0.000868764443
366,1,8.68764443209e-06,0.000868764443
368,1,8.68764443209e-06,0.000868764443
372,2,1.73752888642e-05,0.00173752889
375,2,1.73752888642e-05,0.00173752889
378,1,8.68764443209e-06,0.000868764443
381,1,8.68764443209e-06,0.000868764443
387,1,8.68764443209e-06,0.000868764443
390,3,2.60629332963e-05,0.00260629333
398,1,8.68764443209e-06,0.000868764443
399,1,8.68764443209e-06,0.000868764443
401,1,8.68764443209e-06,0.000868764443
408,1,8.68764443209e-06,0.000868764443
415,1,8.68764443209e-06,0.000868764443
416,1,8.68764443209e-06,0.000868764443
418,1,8.68764443209e-06,0.000868764443
420,1,8.68764443209e-06,0.000868764443
431,1,8.68764443209e-06,0.000868764443
432,1,8.68764443209e-06,0.000868764443
433,1,8.68764443209e-06,0.000868764443
434,1,8.68764443209e-06,0.000868764443
437,1,8.68764443209e-06,0.000868764443
442,2,1.73752888642e-05,0.00173752889
443,1,8.68764443209e-06,0.000868764443
448,1,8.68764443209e-06,0.000868764443
452,1,8.68764443209e-06,0.000868764443
454,2,1.73752888642e-05,0.00173752889
455,1,8.68764443209e-06,0.000868764443
456,2,1.73752888642e-05,0.00173752889
457,1,8.68764443209e-06,0.000868764443
459,3,2.60629332963e-05,0.00260629333
460,2,1.73752888642e-05,0.00173752889
462,2,1.73752888642e-05,0.00173752889
464,3,2.60629332963e-05,0.00260629333
467,3,2.60629332963e-05,0.00260629333
469,2,1.73752888642e-05,0.00173752889
470,1,8.68764443209e-06,0.000868764443
473,4,3.47505777284e-05,0.00347505777
474,3,2.60629332963e-05,0.00260629333
475,2,1.73752888642e-05,0.00173752889
476,2,1.73752888642e-05,0.00173752889
477,4,3.47505777284e-05,0.00347505777
478,5,4.34382221604e-05,0.00434382222
479,4,3.47505777284e-05,0.00347505777
480,1,8.68764443209e-06,0.000868764443
481,1,8.68764443209e-06,0.000868764443
482,2,1.73752888642e-05,0.00173752889
483,3,2.60629332963e-05,0.00260629333
484,6,5.21258665925e-05,0.00521258666
485,2,1.73752888642e-05,0.00173752889
486,3,2.60629332963e-05,0.00260629333
487,4,3.47505777284e-05,0.00347505777
488,5,4.34382221604e-05,0.00434382222
489,5,4.34382221604e-05,0.00434382222
490,5,4.34382221604e-05,0.00434382222
491,4,3.47505777284e-05,0.00347505777
492,9,7.81887998888e-05,0.00781887999
493,6,5.21258665925e-05,0.00521258666
494,6,5.21258665925e-05,0.00521258666
495,8,6.95011554567e-05,0.00695011555
496,6,5.21258665925e-05,0.00521258666
497,5,4.34382221604e-05,0.00434382222
498,6,5.21258665925e-05,0.00521258666
499,6,5.21258665925e-05,0.00521258666
500,5,4.34382221604e-05,0.00434382222
501,8,6.95011554567e-05,0.00695011555
502,4,3.47505777284e-05,0.00347505777
503,8,6.95011554567e-05,0.00695011555
504,7,6.08135110246e-05,0.0060813511
505,5,4.34382221604e-05,0.00434382222
506,6,5.21258665925e-05,0.00521258666
507,4,3.47505777284e-05,0.00347505777
508,5,4.34382221604e-05,0.00434382222
509,4,3.47505777284e-05,0.00347505777
510,5,4.34382221604e-05,0.00434382222
511,2,1.73752888642e-05,0.00173752889
512,6,5.21258665925e-05,0.00521258666
513,5,4.34382221604e-05,0.00434382222
514,6,5.21258665925e-05,0.00521258666
515,2,1.73752888642e-05,0.00173752889
516,7,6.08135110246e-05,0.0060813511
517,8,6.95011554567e-05,0.00695011555
518,8,6.95011554567e-05,0.00695011555
519,4,3.47505777284e-05,0.00347505777
520,7,6.08135110246e-05,0.0060813511
521,4,3.47505777284e-05,0.00347505777
522,9,7.81887998888e-05,0.00781887999
523,8,6.95011554567e-05,0.00695011555
524,8,6.95011554567e-05,0.00695011555
525,7,6.08135110246e-05,0.0060813511
526,6,5.21258665925e-05,0.00521258666
527,9,7.81887998888e-05,0.00781887999
528,4,3.47505777284e-05,0.00347505777
529,3,2.60629332963e-05,0.00260629333
530,10,8.68764443209e-05,0.00868764443
531,8,6.95011554567e-05,0.00695011555
532,10,8.68764443209e-05,0.00868764443
533,4,3.47505777284e-05,0.00347505777
534,8,6.95011554567e-05,0.00695011555
535,7,6.08135110246e-05,0.0060813511
536,8,6.95011554567e-05,0.00695011555
537,11,9.5564088753e-05,0.00955640888
538,9,7.81887998888e-05,0.00781887999
539,7,6.08135110246e-05,0.0060813511
540,8,6.95011554567e-05,0.00695011555
541,9,7.81887998888e-05,0.00781887999
542,9,7.81887998888e-05,0.00781887999
543,8,6.95011554567e-05,0.00695011555
544,12,0.000104251733185,0.0104251733
545,11,9.5564088753e-05,0.00955640888
546,11,9.5564088753e-05,0.00955640888
547,12,0.000104251733185,0.0104251733
548,18,0.000156377599778,0.01563776
549,15,0.000130314666481,0.0130314666
550,26,0.000225878755234,0.0225878755
551,24,0.00020850346637,0.0208503466
552,31,0.000269316977395,0.0269316977
553,20,0.000173752888642,0.0173752889
554,34,0.000295379910691,0.0295379911
555,27,0.000234566399666,0.02345664
556,27,0.000234566399666,0.02345664
557,11,9.5564088753e-05,0.00955640888
558,26,0.000225878755234,0.0225878755
559,15,0.000130314666481,0.0130314666
560,14,0.000121627022049,0.0121627022
