batch_size_frames,count,frequency,frequency_percent
9,1,5.33315698361e-07,5.33315698e-05
10,600,0.000319989419017,0.0319989419
11,11334,0.00604460012522,0.604460013
12,37801,0.0201598667137,2.01598667
13,80942,0.0431676392567,4.31676393
14,308372,0.164459628535,16.4459629
15,291949,0.155700984821,15.5700985
16,132784,0.0708157916912,7.08157917
17,84245,0.0449291810084,4.4929181
18,94,5.01316756459e-05,0.00501316756
19,31,1.65327866492e-05,0.00165327866
20,43,2.29325750295e-05,0.0022932575
21,126,6.71977779935e-05,0.0067197778
22,169,9.0130353023e-05,0.0090130353
23,197,0.000105063192577,0.0105063193
24,281,0.000149861711239,0.0149861711
25,471,0.000251191693928,0.0251191694
26,606,0.000323189313207,0.0323189313
27,814,0.000434118978466,0.0434118978
28,757,0.000403719983659,0.0403719984
29,1010,0.000538648855345,0.0538648855
30,1208,0.00064424536362,0.0644245364
31,1538,0.000820239544079,0.0820239544
32,1601,0.000853838433076,0.0853838433
33,1965,0.00104796534728,0.104796535
34,2764,0.00147408459027,0.147408459
35,2628,0.00140155365529,0.140155366
36,2031,0.00108316418337,0.108316418
37,1827,0.000974367780905,0.0974367781
38,1904,0.00101543308968,0.101543309
39,2033,0.00108423081477,0.108423081
40,2110,0.00112529612354,0.112529612
41,2564,0.0013674214506,0.136742145
42,2544,0.00135675513663,0.135675514
43,2129,0.00113542912181,0.113542912
44,1868,0.000996233724538,0.0996233725
45,1923,0.00102556608795,0.102556609
46,1884,0.00100476677571,0.100476678
47,1889,0.0010074333542,0.100743335
48,1954,0.0010420988746,0.104209887
49,2244,0.00119676042712,0.119676043
50,2204,0.00117542779919,0.11754278
51,2059,0.00109809702293,0.109809702
52,2498,0.00133222261451,0.133222261
53,3623,0.00193220277516,0.193220278
54,4105,0.00218926094177,0.218926094
55,4607,0.00245698542235,0.245698542
56,7198,0.0038388063968,0.38388064
57,8755,0.00466917893915,0.466917894
58,8481,0.0045230504378,0.452305044
59,8102,0.00432092378812,0.432092379
60,8261,0.00440572098416,0.440572098
61,9501,0.00506703245013,0.506703245
62,9589,0.00511396423158,0.511396423
63,10694,0.00570327807827,0.570327808
64,52458,0.0279766749046,2.79766749
65,47176,0.0251597013859,2.51597014
66,49144,0.0262092666802,2.62092667
67,33928,0.018094335014,1.8094335
68,25914,0.0138203430073,1.3820343
69,20439,0.0109004395588,1.09004396
70,18130,0.00966901361128,0.966901361
71,16008,0.00853731769936,0.85373177
72,15836,0.00844558739924,0.84455874
73,16270,0.00867704641233,0.867704641
74,16525,0.00881304191541,0.881304192
75,16548,0.00882530817648,0.882530818
76,16383,0.00873731108625,0.873731109
77,15619,0.0083298578927,0.832985789
78,14226,0.00758694912488,0.758694912
79,13710,0.00731175822453,0.731175822
80,13587,0.00724616039363,0.724616039
81,12746,0.00679764189131,0.679764189
82,12484,0.00665791317834,0.665791318
83,11773,0.0062787257168,0.627872572
84,11053,0.00589473841398,0.589473841
85,22527,0.012014002737,1.20140027
86,9194,0.00490330453073,0.490330453
87,8685,0.00463184684026,0.463184684
88,8647,0.00461158084373,0.461158084
89,7120,0.00379720777233,0.379720777
90,6585,0.00351188387371,0.351188387
91,6858,0.00365747905936,0.365747906
92,6684,0.00356468212784,0.356468213
93,7352,0.00392093701435,0.392093701
94,6477,0.00345428577828,0.345428578
95,6406,0.0034164203637,0.341642036
96,5295,0.00282390662282,0.282390662
97,5937,0.00316629530117,0.31662953
98,5601,0.00298710122652,0.298710123
99,3825,0.00203993254623,0.203993255
100,3925,0.00209326411607,0.209326412
101,4116,0.00219512741445,0.219512741
102,40967,0.0218483442148,2.18483442
103,1736,0.000925836052355,0.0925836052
104,1725,0.000919969579673,0.091996958
105,1652,0.000881037533692,0.0881037534
106,1775,0.000946635364591,0.0946635365
107,1674,0.000892770479056,0.0892770479
108,1703,0.000908236634309,0.0908236634
109,1489,0.000794107074859,0.0794107075
110,1521,0.000811173177207,0.0811173177
111,1428,0.000761574817259,0.0761574817
112,1572,0.000838372277823,0.0838372278
113,1451,0.000773841078322,0.0773841078
114,1364,0.000727442612564,0.0727442613
115,1292,0.000689043882282,0.0689043882
116,1453,0.000774907709718,0.077490771
117,1401,0.000747175293404,0.0747175293
118,1427,0.000761041501561,0.0761041502
119,1302,0.000694377039266,0.0694377039
120,1294,0.000690110513679,0.0690110514
121,1191,0.000635178996748,0.0635178997
122,1247,0.000665044675856,0.0665044676
123,1604,0.000855438380171,0.085543838
124,1487,0.000793040443463,0.0793040443
125,1535,0.000818639596984,0.0818639597
126,1782,0.000950368574479,0.0950368574
127,2164,0.00115409517125,0.115409517
128,12769,0.00680990815237,0.680990815
129,1240,0.000661311465968,0.0661311466
130,982,0.00052371601579,0.0523716016
131,999,0.000532782382663,0.0532782383
132,1036,0.000552515063502,0.0552515064
133,1043,0.00055624827339,0.0556248273
134,1141,0.00060851321183,0.0608513212
135,1080,0.00057598095423,0.0575980954
136,980,0.000522649384394,0.0522649384
137,870,0.000463984657574,0.0463984658
138,850,0.000453318343607,0.0453318344
139,779,0.000415452929023,0.0415452929
140,613,0.000326922523095,0.0326922523
141,555,0.00029599021259,0.0295990213
