batch_size_frames,count,frequency,frequency_percent
25,1,2.16379495014e-06,0.000216379495
44,47,0.000101698362656,0.0101698363
45,364,0.000787621361849,0.0787621362
46,797,0.00172454457526,0.172454458
47,1020,0.00220707084914,0.220707085
48,1221,0.00264199363412,0.264199363
49,1554,0.00336253735251,0.336253735
50,1976,0.00427565882147,0.427565882
51,4302,0.00930864587548,0.930864588
52,2093,0.00452882283063,0.452882283
53,2507,0.00542463393999,0.542463394
54,3952,0.00855131764293,0.855131764
55,6664,0.0144195295477,1.44195295
56,14424,0.0312105783608,3.12105784
57,13075,0.028291618973,2.8291619
58,20515,0.044390253402,4.43902534
59,32889,0.071165052115,7.11650521
60,31829,0.0688714294679,6.88714295
61,21143,0.0457491166307,4.57491166
62,15388,0.0332964766927,3.32964767
63,10165,0.0219949756681,2.19949757
64,5753,0.0124483123481,1.24483123
65,5625,0.0121713465945,1.21713466
66,8280,0.0179162221871,1.79162222
67,10597,0.0229297350866,2.29297351
68,14906,0.0322535275267,3.22535275
69,354,0.000765983412348,0.0765983412
70,6,1.29827697008e-05,0.00129827697
71,2,4.32758990027e-06,0.00043275899
72,2,4.32758990027e-06,0.00043275899
74,4,8.65517980054e-06,0.00086551798
76,2,4.32758990027e-06,0.00043275899
77,1,2.16379495014e-06,0.000216379495
79,2,4.32758990027e-06,0.00043275899
80,3,6.49138485041e-06,0.000649138485
81,1,2.16379495014e-06,0.000216379495
83,2,4.32758990027e-06,0.00043275899
84,3,6.49138485041e-06,0.000649138485
85,2,4.32758990027e-06,0.00043275899
86,1,2.16379495014e-06,0.000216379495
88,3,6.49138485041e-06,0.000649138485
89,2,4.32758990027e-06,0.00043275899
91,3,6.49138485041e-06,0.000649138485
92,2,4.32758990027e-06,0.00043275899
93,1,2.16379495014e-06,0.000216379495
95,1,2.16379495014e-06,0.000216379495
96,3,6.49138485041e-06,0.000649138485
97,1,2.16379495014e-06,0.000216379495
98,2,4.32758990027e-06,0.00043275899
99,1,2.16379495014e-06,0.000216379495
100,2,4.32758990027e-06,0.00043275899
101,3,6.49138485041e-06,0.000649138485
