batch_size_frames,count,frequency,frequency_percent
67,30,9.75400401865e-05,0.00975400402
68,144,0.000468192192895,0.0468192193
69,312,0.00101441641794,0.101441642
70,393,0.00127777452644,0.127777453
71,475,0.00154438396962,0.154438397
72,547,0.00177848006607,0.177848007
73,633,0.00205809484794,0.205809485
74,697,0.002266180267,0.226618027
75,894,0.00290669319756,0.29066932
76,1774,0.00576786770969,0.576786771
77,1650,0.00536470221026,0.536470221
78,793,0.0025783083956,0.25783084
79,803,0.00261082174233,0.261082174
80,1098,0.00356996547083,0.356996547
81,1478,0.00480547264652,0.480547265
82,2263,0.00735777036473,0.735777036
83,3340,0.0108594578074,1.08594578
84,3668,0.0119258955801,1.19258956
85,8331,0.0270868691598,2.70868692
86,5458,0.0177457846446,1.77457846
87,7871,0.0255912552103,2.55912552
88,12224,0.0397443150413,3.9744315
89,16543,0.0537868294935,5.37868295
90,15868,0.0515921785893,5.15921786
91,11608,0.0377414928828,3.77414929
92,8430,0.0274087512924,2.74087513
93,7258,0.0235981870558,2.35981871
94,5419,0.0176189825924,1.76189826
95,4139,0.0134572742111,1.34572742
96,2493,0.0081055773395,0.810557734
97,1858,0.00604097982222,0.604097982
98,2574,0.008368935448,0.836893545
99,3793,0.0123323124142,1.23323124
100,3673,0.0119421522535,1.19421523
101,5550,0.0180449074345,1.80449074
102,9238,0.0300358297081,3.00358297
103,454,0.00147610594149,0.147610594
104,19,6.17753587848e-05,0.00617753588
106,1,3.25133467288e-06,0.000325133467
107,1,3.25133467288e-06,0.000325133467
108,1,3.25133467288e-06,0.000325133467
110,1,3.25133467288e-06,0.000325133467
112,2,6.50266934577e-06,0.000650266935
114,1,3.25133467288e-06,0.000325133467
115,1,3.25133467288e-06,0.000325133467
116,1,3.25133467288e-06,0.000325133467
118,1,3.25133467288e-06,0.000325133467
120,2,6.50266934577e-06,0.000650266935
121,1,3.25133467288e-06,0.000325133467
122,2,6.50266934577e-06,0.000650266935
123,1,3.25133467288e-06,0.000325133467
128,1,3.25133467288e-06,0.000325133467
129,2,6.50266934577e-06,0.000650266935
134,1,3.25133467288e-06,0.000325133467
135,1,3.25133467288e-06,0.000325133467
137,1,3.25133467288e-06,0.000325133467
140,2,6.50266934577e-06,0.000650266935
142,1,3.25133467288e-06,0.000325133467
